case_id,case_type,description,urgency_level,social_impact,past_delays,duration,priority
CASE-2873,Family,Case related to permit in Family matters.,1,1,3,219,Low
CASE-2874,Criminal,Case related to permit in Criminal matters.,2,5,9,582,Low
CASE-2875,Traffic,Case related to threat in Traffic matters.,6,5,2,213,High
CASE-2876,Criminal,Case related to mutual in Criminal matters.,1,2,10,515,Low
CASE-2877,Family,Case related to permit in Family matters.,2,4,4,320,Low
CASE-2878,Family,Case related to bail in Family matters.,5,2,0,155,High
CASE-2879,Civil,Case related to protection in Civil matters.,5,2,9,481,High
CASE-2880,Family,Case related to dispute in Family matters.,3,1,10,425,Medium
CASE-2881,Commercial,Case related to license in Commercial matters.,1,1,7,610,Low
CASE-2882,Traffic,Case related to license in Traffic matters.,2,5,3,242,Low
CASE-2883,Traffic,Case related to tax in Traffic matters.,4,5,5,231,Medium
CASE-2884,Civil,Case related to threat in Civil matters.,6,4,5,447,High
CASE-2885,Family,Case related to dispute in Family matters.,4,5,0,361,Medium
CASE-2886,Civil,Case related to intellectual in Civil matters.,4,5,1,702,Medium
CASE-2887,Criminal,Case related to contract in Criminal matters.,3,1,7,550,Medium
CASE-2888,Commercial,Case related to bail in Commercial matters.,6,5,4,544,High
CASE-2889,Family,Case related to bail in Family matters.,5,1,3,193,High
CASE-2890,Traffic,Case related to rape in Traffic matters.,6,4,6,186,High
CASE-2891,Criminal,Case related to rape in Criminal matters.,6,5,2,336,High
CASE-2892,Criminal,Case related to permit in Criminal matters.,1,3,5,482,Low
CASE-2893,Commercial,Case related to emergency in Commercial matters.,6,4,1,428,High
CASE-2894,Commercial,Case related to contract in Commercial matters.,3,3,2,881,Medium
CASE-2895,Traffic,Case related to permit in Traffic matters.,1,2,2,110,Low
CASE-2896,Criminal,Case related to medical in Criminal matters.,5,1,0,229,High
CASE-2897,Criminal,Case related to license in Criminal matters.,1,3,0,355,Low
CASE-2898,Commercial,Case related to permit in Commercial matters.,1,1,3,534,Low
CASE-2899,Criminal,Case related to divorce in Criminal matters.,1,3,5,432,Low
CASE-2900,Commercial,Case related to mutual in Commercial matters.,1,2,10,706,Low
CASE-2901,Civil,Case related to kidnap in Civil matters.,5,2,7,418,High
CASE-2902,Traffic,Case related to contract in Traffic matters.,4,4,5,200,Medium
CASE-2903,Commercial,Case related to divorce in Commercial matters.,2,4,8,674,Low
CASE-2904,Traffic,Case related to noise in Traffic matters.,1,2,2,81,Low
CASE-2905,Commercial,Case related to noise in Commercial matters.,2,5,1,641,Low
CASE-2906,Commercial,Case related to kidnap in Commercial matters.,5,3,5,493,High
CASE-2907,Family,Case related to emergency in Family matters.,6,5,3,322,High
CASE-2908,Family,Case related to contract in Family matters.,3,3,7,459,Medium
CASE-2909,Family,Case related to bail in Family matters.,5,1,10,358,High
CASE-2910,Criminal,Case related to inheritance in Criminal matters.,3,2,1,496,Medium
CASE-2911,Criminal,Case related to dispute in Criminal matters.,3,1,5,549,Medium
CASE-2912,Family,Case related to bail in Family matters.,6,4,0,240,High
CASE-2913,Traffic,Case related to rape in Traffic matters.,5,2,7,201,High
CASE-2914,Criminal,Case related to medical in Criminal matters.,6,5,4,396,High
CASE-2915,Commercial,Case related to intellectual in Commercial matters.,3,3,5,840,Medium
CASE-2916,Traffic,Case related to rape in Traffic matters.,6,4,8,197,High
CASE-2917,Family,Case related to noise in Family matters.,2,5,1,340,Low
CASE-2918,Criminal,Case related to license in Criminal matters.,1,2,2,410,Low
CASE-2919,Traffic,Case related to fraud in Traffic matters.,6,5,7,238,High
CASE-2920,Criminal,Case related to inheritance in Criminal matters.,3,1,7,625,Medium
CASE-2921,Civil,Case related to inheritance in Civil matters.,3,3,5,693,Medium
CASE-2922,Traffic,Case related to rape in Traffic matters.,6,5,0,180,High
CASE-2923,Criminal,Case related to intellectual in Criminal matters.,3,1,6,536,Medium
CASE-2924,Commercial,Case related to murder in Commercial matters.,5,1,5,465,High
CASE-2925,Criminal,Case related to threat in Criminal matters.,5,2,10,354,High
CASE-2926,Family,Case related to property in Family matters.,3,2,0,326,Medium
CASE-2927,Civil,Case related to mutual in Civil matters.,1,1,1,426,Low
CASE-2928,Traffic,Case related to noise in Traffic matters.,1,2,6,151,Low
CASE-2929,Traffic,Case related to murder in Traffic matters.,5,3,4,158,High
CASE-2930,Criminal,Case related to inheritance in Criminal matters.,4,4,5,648,Medium
CASE-2931,Civil,Case related to license in Civil matters.,1,2,0,391,Low
CASE-2932,Civil,Case related to property in Civil matters.,3,2,3,707,Medium
CASE-2933,Civil,Case related to merger in Civil matters.,4,5,2,773,Medium
CASE-2934,Criminal,Case related to kidnap in Criminal matters.,6,4,3,354,High
CASE-2935,Traffic,Case related to corporate in Traffic matters.,4,5,2,189,Medium
CASE-2936,Civil,Case related to emergency in Civil matters.,6,5,0,410,High
CASE-2937,Commercial,Case related to noise in Commercial matters.,1,2,2,540,Low
CASE-2938,Criminal,Case related to property in Criminal matters.,3,1,9,572,Medium
CASE-2939,Traffic,Case related to contract in Traffic matters.,3,1,6,179,Medium
CASE-2940,Commercial,Case related to fine in Commercial matters.,2,4,2,580,Low
CASE-2941,Family,Case related to medical in Family matters.,6,5,10,383,High
CASE-2942,Commercial,Case related to divorce in Commercial matters.,1,2,8,615,Low
CASE-2943,Criminal,Case related to fraud in Criminal matters.,6,5,2,320,High
CASE-2944,Traffic,Case related to traffic in Traffic matters.,1,3,0,124,Low
CASE-2945,Family,Case related to protection in Family matters.,5,2,7,235,High
CASE-2946,Criminal,Case related to tax in Criminal matters.,3,3,0,523,Medium
CASE-2947,Family,Case related to mutual in Family matters.,2,5,4,387,Low
CASE-2948,Criminal,Case related to noise in Criminal matters.,1,2,4,427,Low
CASE-2949,Commercial,Case related to divorce in Commercial matters.,1,3,4,637,Low
CASE-2950,Family,Case related to fine in Family matters.,1,1,10,354,Low
CASE-2951,Civil,Case related to mutual in Civil matters.,2,4,4,572,Low
CASE-2952,Family,Case related to murder in Family matters.,6,4,7,284,High
CASE-2953,Traffic,Case related to bail in Traffic matters.,5,2,2,111,High
CASE-2954,Family,Case related to rape in Family matters.,5,2,10,358,High
CASE-2955,Civil,Case related to fraud in Civil matters.,6,4,5,409,High
CASE-2956,Commercial,Case related to traffic in Commercial matters.,1,3,1,611,Low
CASE-2957,Commercial,Case related to fine in Commercial matters.,2,4,8,740,Low
CASE-2958,Commercial,Case related to license in Commercial matters.,2,4,10,702,Low
CASE-2959,Commercial,Case related to fraud in Commercial matters.,6,5,6,568,High
CASE-2960,Commercial,Case related to contract in Commercial matters.,3,2,8,909,Medium
CASE-2961,Traffic,Case related to rape in Traffic matters.,5,1,2,131,High
CASE-2962,Commercial,Case related to fine in Commercial matters.,1,1,4,601,Low
CASE-2963,Commercial,Case related to divorce in Commercial matters.,2,5,1,584,Low
CASE-2964,Family,Case related to property in Family matters.,3,2,10,446,Medium
CASE-2965,Family,Case related to mutual in Family matters.,1,3,2,314,Low
CASE-2966,Criminal,Case related to fraud in Criminal matters.,5,2,6,317,High
CASE-2967,Civil,Case related to tax in Civil matters.,3,3,8,753,Medium
CASE-2968,Civil,Case related to threat in Civil matters.,5,3,9,495,High
CASE-2969,Civil,Case related to permit in Civil matters.,1,3,10,614,Low
CASE-2970,Family,Case related to merger in Family matters.,4,5,5,477,Medium
CASE-2971,Commercial,Case related to rape in Commercial matters.,6,5,1,493,High
CASE-2972,Family,Case related to traffic in Family matters.,2,5,8,427,Low
CASE-2973,Traffic,Case related to dispute in Traffic matters.,4,5,8,292,Medium
CASE-2974,Family,Case related to tax in Family matters.,4,5,5,452,Medium
CASE-2975,Commercial,Case related to murder in Commercial matters.,6,4,4,475,High
CASE-2976,Family,Case related to mutual in Family matters.,1,1,9,389,Low
CASE-2977,Traffic,Case related to kidnap in Traffic matters.,5,3,1,101,High
CASE-2978,Commercial,Case related to fraud in Commercial matters.,5,2,10,527,High
CASE-2979,Family,Case related to noise in Family matters.,2,4,10,469,Low
CASE-2980,Traffic,Case related to threat in Traffic matters.,6,4,8,258,High
CASE-2981,Commercial,Case related to fraud in Commercial matters.,6,5,10,606,High
CASE-2982,Criminal,Case related to noise in Criminal matters.,2,4,9,530,Low
CASE-2983,Traffic,Case related to dispute in Traffic matters.,3,3,7,266,Medium
CASE-2984,Civil,Case related to merger in Civil matters.,4,5,3,787,Medium
CASE-2985,Family,Case related to noise in Family matters.,2,5,5,371,Low
CASE-2986,Family,Case related to intellectual in Family matters.,3,1,9,490,Medium
CASE-2987,Civil,Case related to fine in Civil matters.,2,5,2,488,Low
CASE-2988,Civil,Case related to inheritance in Civil matters.,3,1,4,689,Medium
CASE-2989,Criminal,Case related to corporate in Criminal matters.,4,4,7,619,Medium
CASE-2990,Civil,Case related to corporate in Civil matters.,4,5,0,736,Medium
CASE-2991,Civil,Case related to rape in Civil matters.,5,1,6,422,High
CASE-2992,Criminal,Case related to permit in Criminal matters.,2,4,8,490,Low
CASE-2993,Civil,Case related to tax in Civil matters.,3,1,4,700,Medium
CASE-2994,Criminal,Case related to noise in Criminal matters.,2,4,6,462,Low
CASE-2995,Traffic,Case related to rape in Traffic matters.,6,5,2,204,High
CASE-2996,Traffic,Case related to fine in Traffic matters.,2,4,9,285,Low
CASE-2997,Criminal,Case related to inheritance in Criminal matters.,3,2,3,582,Medium
CASE-2998,Criminal,Case related to contract in Criminal matters.,3,3,8,656,Medium
CASE-2999,Traffic,Case related to medical in Traffic matters.,5,3,6,154,High
