case_id,case_type,category,case_age_days,urgency,filing_date,duration,priority,status
CASE-2026-2757,Criminal,Public Interest,2788,5,2018-08-09,508,High,Resolved
CASE-2026-2758,Family,Routine,2955,2,2018-02-23,143,High,Pending
CASE-2026-2759,Commercial,Routine,386,5,2025-03-07,649,High,Pending
CASE-2026-2760,Traffic,High Stakes,3527,2,2016-07-31,30,High,Pending
CASE-2026-2761,Traffic,Routine,6,1,2026-03-22,74,Low,Pending
CASE-2026-2762,Family,Personal,2092,2,2020-07-05,186,Medium,Pending
CASE-2026-2763,Criminal,Public Interest,1099,4,2023-03-25,570,High,Pending
CASE-2026-2764,Civil,Financial,3360,5,2017-01-14,580,High,Pending
CASE-2026-2765,Criminal,Personal,2293,5,2019-12-17,408,High,Pending
CASE-2026-2766,Traffic,Routine,361,4,2025-04-01,162,High,Pending
CASE-2026-2767,Family,Public Interest,2284,5,2019-12-26,421,High,Pending
CASE-2026-2768,Criminal,Financial,1309,2,2022-08-27,430,Medium,Pending
CASE-2026-2769,Family,Public Interest,1736,4,2021-06-26,374,High,Pending
CASE-2026-2770,Traffic,Public Interest,1688,2,2021-08-13,77,Medium,Pending
CASE-2026-2771,Criminal,Personal,1538,4,2022-01-10,401,High,Pending
CASE-2026-2772,Family,Financial,3305,5,2017-03-10,307,High,Pending
CASE-2026-2773,Family,Routine,1122,4,2023-03-02,309,High,Pending
CASE-2026-2774,Civil,Routine,292,5,2025-06-09,540,High,Pending
CASE-2026-2775,Criminal,Financial,1802,3,2021-04-21,482,High,Pending
CASE-2026-2776,Family,Routine,3555,5,2016-07-03,182,High,Pending
CASE-2026-2777,Civil,High Stakes,150,1,2025-10-29,735,Low,Pending
CASE-2026-2778,Traffic,High Stakes,3480,5,2016-09-16,118,High,Pending
CASE-2026-2779,Civil,Routine,213,3,2025-08-27,431,Medium,Pending
CASE-2026-2780,Commercial,Routine,640,3,2024-06-26,559,Medium,Pending
CASE-2026-2781,Civil,Financial,3197,2,2017-06-26,465,High,Resolved
CASE-2026-2782,Civil,High Stakes,2319,2,2019-11-21,682,Medium,Pending
CASE-2026-2783,Commercial,Public Interest,478,1,2024-12-05,726,Low,Pending
CASE-2026-2784,Civil,Financial,2807,5,2018-07-21,540,High,Pending
CASE-2026-2785,Commercial,Routine,2673,4,2018-12-02,420,High,Pending
CASE-2026-2786,Commercial,Financial,1009,1,2023-06-23,641,Medium,Pending
CASE-2026-2787,Family,Financial,1020,4,2023-06-12,386,High,Pending
CASE-2026-2788,Family,Financial,95,1,2025-12-23,349,Low,Resolved
CASE-2026-2789,Family,Personal,377,4,2025-03-16,325,High,Pending
CASE-2026-2790,Traffic,Public Interest,2257,5,2020-01-22,142,High,Resolved
CASE-2026-2791,Civil,Personal,2999,5,2018-01-10,468,High,Pending
CASE-2026-2792,Commercial,Financial,252,4,2025-07-19,761,High,Pending
CASE-2026-2793,Commercial,Personal,583,2,2024-08-22,552,Medium,Pending
CASE-2026-2794,Civil,Personal,389,1,2025-03-04,499,Low,Pending
CASE-2026-2795,Family,High Stakes,2943,5,2018-03-07,432,High,Resolved
CASE-2026-2796,Family,Routine,841,1,2023-12-08,236,Low,Pending
CASE-2026-2797,Commercial,Financial,837,2,2023-12-12,667,Medium,Pending
CASE-2026-2798,Civil,Routine,2568,5,2019-03-17,386,High,Pending
CASE-2026-2799,Commercial,High Stakes,1381,4,2022-06-16,857,High,Pending
CASE-2026-2800,Criminal,Public Interest,109,3,2025-12-09,580,High,Pending
CASE-2026-2801,Traffic,High Stakes,2644,5,2018-12-31,136,High,Pending
CASE-2026-2802,Criminal,High Stakes,651,2,2024-06-15,549,Medium,Resolved
CASE-2026-2803,Commercial,Routine,2856,3,2018-06-02,475,High,Pending
CASE-2026-2804,Civil,High Stakes,3425,4,2016-11-10,598,High,Pending
CASE-2026-2805,Family,Financial,3170,3,2017-07-23,222,High,Pending
CASE-2026-2806,Family,Financial,3026,2,2017-12-14,191,High,Resolved
CASE-2026-2807,Traffic,Routine,1025,4,2023-06-07,126,High,Pending
CASE-2026-2808,Family,Personal,1429,4,2022-04-29,352,High,Pending
CASE-2026-2809,Family,Financial,2661,5,2018-12-14,327,High,Pending
CASE-2026-2810,Family,Personal,1378,4,2022-06-19,302,High,Pending
CASE-2026-2811,Civil,Financial,2089,4,2020-07-08,579,High,Pending
CASE-2026-2812,Criminal,High Stakes,1154,3,2023-01-29,638,High,Pending
CASE-2026-2813,Traffic,High Stakes,648,5,2024-06-18,231,High,Resolved
CASE-2026-2814,Traffic,Financial,725,2,2024-04-02,152,Medium,Pending
CASE-2026-2815,Family,Routine,2611,5,2019-02-02,292,High,Resolved
CASE-2026-2816,Criminal,Routine,566,4,2024-09-08,407,High,Pending
CASE-2026-2817,Civil,Routine,1140,1,2023-02-12,392,Medium,Pending
CASE-2026-2818,Civil,Routine,880,4,2023-10-30,520,High,Pending
CASE-2026-2819,Commercial,Personal,3096,2,2017-10-05,445,High,Pending
CASE-2026-2820,Commercial,Personal,1230,4,2022-11-14,641,High,Pending
CASE-2026-2821,Commercial,Public Interest,1299,5,2022-09-06,810,High,Pending
CASE-2026-2822,Family,Routine,3156,5,2017-08-06,202,High,Pending
CASE-2026-2823,Traffic,Routine,1013,5,2023-06-19,215,High,Pending
CASE-2026-2824,Criminal,High Stakes,281,3,2025-06-20,655,High,Pending
CASE-2026-2825,Traffic,High Stakes,112,3,2025-12-06,180,Medium,Pending
CASE-2026-2826,Traffic,Personal,3590,5,2016-05-29,30,High,Pending
CASE-2026-2827,Family,Financial,2806,4,2018-07-22,270,High,Resolved
CASE-2026-2828,Civil,Public Interest,634,3,2024-07-02,608,Medium,Pending
CASE-2026-2829,Criminal,Personal,1198,2,2022-12-16,361,Medium,Pending
CASE-2026-2830,Family,Public Interest,2624,5,2019-01-20,384,High,Pending
CASE-2026-2831,Family,High Stakes,3114,3,2017-09-17,368,High,Resolved
CASE-2026-2832,Criminal,Routine,3082,5,2017-10-19,350,High,Resolved
CASE-2026-2833,Criminal,Financial,2183,5,2020-04-05,496,High,Pending
CASE-2026-2834,Civil,Personal,3648,5,2016-04-01,383,High,Pending
CASE-2026-2835,Traffic,Personal,977,1,2023-07-25,38,Low,Pending
CASE-2026-2836,Traffic,Personal,1012,4,2023-06-20,192,High,Pending
CASE-2026-2837,Traffic,Routine,1709,4,2021-07-23,84,High,Pending
CASE-2026-2838,Civil,Routine,285,5,2025-06-16,526,High,Pending
CASE-2026-2839,Family,Personal,471,1,2024-12-12,248,Low,Pending
CASE-2026-2840,Traffic,High Stakes,3164,4,2017-07-29,66,High,Pending
CASE-2026-2841,Traffic,Public Interest,2835,4,2018-06-23,134,High,Pending
CASE-2026-2842,Traffic,Routine,95,5,2025-12-23,227,High,Resolved
CASE-2026-2843,Civil,Public Interest,1731,3,2021-07-01,565,Medium,Pending
CASE-2026-2844,Criminal,Public Interest,2275,4,2020-01-04,471,High,Pending
CASE-2026-2845,Traffic,Public Interest,3606,4,2016-05-13,91,High,Resolved
CASE-2026-2846,Commercial,Routine,270,2,2025-07-01,538,Medium,Resolved
CASE-2026-2847,Commercial,Routine,1329,2,2022-08-07,501,Medium,Pending
CASE-2026-2848,Family,High Stakes,1012,5,2023-06-20,499,High,Pending
CASE-2026-2849,Traffic,Financial,2287,5,2019-12-23,175,High,Resolved
CASE-2026-2850,Commercial,High Stakes,2898,5,2018-04-21,815,High,Resolved
CASE-2026-2851,Commercial,Financial,1641,1,2021-09-29,610,Medium,Resolved
CASE-2026-2852,Civil,High Stakes,2530,4,2019-04-24,661,High,Pending
CASE-2026-2853,Civil,Routine,407,1,2025-02-14,458,Low,Pending
CASE-2026-2854,Family,Personal,2157,2,2020-05-01,267,Medium,Pending
CASE-2026-2855,Civil,Public Interest,1541,5,2022-01-07,651,High,Pending
CASE-2026-2856,Criminal,High Stakes,1804,5,2021-04-19,616,High,Resolved
CASE-2026-2857,Commercial,Personal,814,4,2024-01-04,643,High,Pending
CASE-2026-2858,Traffic,Public Interest,149,2,2025-10-30,119,Medium,Pending
CASE-2026-2859,Civil,Financial,1070,3,2023-04-23,574,Medium,Resolved
CASE-2026-2860,Commercial,Financial,3255,4,2017-04-29,586,High,Pending
CASE-2026-2861,Civil,High Stakes,630,2,2024-07-06,768,Medium,Resolved
CASE-2026-2862,Criminal,Routine,2469,4,2019-06-24,334,High,Pending
CASE-2026-2863,Commercial,Public Interest,1294,3,2022-09-11,730,Medium,Pending
CASE-2026-2864,Family,Routine,721,5,2024-04-06,400,High,Resolved
CASE-2026-2865,Civil,High Stakes,2699,4,2018-11-06,647,High,Pending
CASE-2026-2866,Civil,Financial,1154,5,2023-01-29,641,High,Pending
CASE-2026-2867,Criminal,Personal,807,3,2024-01-11,405,High,Pending
CASE-2026-2868,Family,Routine,3391,5,2016-12-14,239,High,Pending
CASE-2026-2869,Traffic,Financial,2782,2,2018-08-15,33,High,Pending
CASE-2026-2870,Civil,Routine,1290,3,2022-09-15,460,Medium,Pending
CASE-2026-2871,Commercial,Routine,3123,4,2017-09-08,397,High,Pending
CASE-2026-2872,Criminal,Public Interest,1452,3,2022-04-06,493,High,Resolved
CASE-2026-2873,Traffic,Financial,1352,2,2022-07-15,94,Medium,Pending
CASE-2026-2874,Commercial,Financial,98,4,2025-12-20,818,High,Pending
CASE-2026-2875,Criminal,Financial,2009,4,2020-09-26,507,High,Resolved
CASE-2026-2876,Civil,Routine,503,5,2024-11-10,560,High,Pending
CASE-2026-2877,Commercial,Personal,365,3,2025-03-28,617,Medium,Pending
CASE-2026-2878,Traffic,Personal,1606,1,2021-11-03,41,Medium,Pending
CASE-2026-2879,Traffic,Personal,1908,3,2021-01-05,38,Medium,Pending
CASE-2026-2880,Traffic,High Stakes,3612,5,2016-05-07,54,High,Resolved
CASE-2026-2881,Civil,Financial,112,2,2025-12-06,564,Medium,Pending
CASE-2026-2882,Family,Public Interest,2521,2,2019-05-03,339,High,Pending
CASE-2026-2883,Traffic,High Stakes,1216,3,2022-11-28,170,Medium,Pending
CASE-2026-2884,Commercial,Financial,289,4,2025-06-12,739,High,Pending
CASE-2026-2885,Civil,Personal,733,3,2024-03-25,469,Medium,Pending
CASE-2026-2886,Civil,Public Interest,2463,4,2019-06-30,635,High,Pending
CASE-2026-2887,Civil,Personal,1280,1,2022-09-25,444,Medium,Resolved
CASE-2026-2888,Traffic,Financial,378,1,2025-03-15,151,Low,Pending
CASE-2026-2889,Family,Routine,1199,5,2022-12-15,380,High,Pending
CASE-2026-2890,Family,Public Interest,2368,5,2019-10-03,418,High,Pending
CASE-2026-2891,Criminal,Financial,1618,2,2021-10-22,419,Medium,Pending
CASE-2026-2892,Commercial,Financial,2586,3,2019-02-27,627,High,Pending
CASE-2026-2893,Family,Routine,2604,3,2019-02-09,155,High,Pending
CASE-2026-2894,Civil,Public Interest,2277,5,2020-01-02,635,High,Resolved
CASE-2026-2895,Family,Routine,1092,2,2023-04-01,251,Medium,Pending
CASE-2026-2896,Family,Personal,3581,5,2016-06-07,220,High,Pending
CASE-2026-2897,Traffic,High Stakes,687,5,2024-05-10,254,High,Pending
CASE-2026-2898,Traffic,Public Interest,1188,2,2022-12-26,76,Medium,Pending
CASE-2026-2899,Traffic,Financial,2840,5,2018-06-18,60,High,Pending
CASE-2026-2900,Commercial,Public Interest,718,4,2024-04-09,850,High,Pending
CASE-2026-2901,Civil,Routine,1754,4,2021-06-08,428,High,Resolved
CASE-2026-2902,Criminal,Public Interest,2230,4,2020-02-18,467,High,Pending
CASE-2026-2903,Family,High Stakes,3636,4,2016-04-13,385,High,Pending
CASE-2026-2904,Civil,Public Interest,2983,5,2018-01-26,585,High,Pending
CASE-2026-2905,Traffic,Personal,1437,5,2022-04-21,183,High,Pending
CASE-2026-2906,Family,Routine,1744,5,2021-06-18,272,High,Pending
CASE-2026-2907,Civil,Personal,2328,2,2019-11-12,365,Medium,Pending
CASE-2026-2908,Commercial,Public Interest,580,4,2024-08-25,835,High,Pending
CASE-2026-2909,Commercial,Public Interest,487,1,2024-11-26,759,Low,Pending
CASE-2026-2910,Commercial,High Stakes,2706,4,2018-10-30,844,High,Pending
CASE-2026-2911,Civil,Public Interest,2487,4,2019-06-06,562,High,Pending
CASE-2026-2912,Criminal,Routine,511,4,2024-11-02,425,High,Pending
CASE-2026-2913,Civil,Financial,2704,2,2018-11-01,521,High,Resolved
CASE-2026-2914,Civil,Financial,935,4,2023-09-05,585,High,Resolved
CASE-2026-2915,Family,Routine,1485,1,2022-03-04,221,Medium,Pending
CASE-2026-2916,Family,Financial,1750,1,2021-06-12,248,Medium,Resolved
CASE-2026-2917,Family,Financial,2179,2,2020-04-09,293,Medium,Pending
CASE-2026-2918,Civil,Financial,2900,4,2018-04-19,488,High,Resolved
CASE-2026-2919,Commercial,Public Interest,985,2,2023-07-17,730,Medium,Resolved
CASE-2026-2920,Criminal,Personal,759,5,2024-02-28,474,High,Pending
CASE-2026-2921,Commercial,Personal,3597,5,2016-05-22,493,High,Resolved
CASE-2026-2922,Civil,Routine,2155,5,2020-05-03,426,High,Pending
CASE-2026-2923,Traffic,Routine,2384,5,2019-09-17,92,High,Resolved
CASE-2026-2924,Civil,Personal,1620,3,2021-10-20,410,Medium,Pending
CASE-2026-2925,Civil,Personal,2643,5,2019-01-01,450,High,Pending
CASE-2026-2926,Criminal,Routine,2067,5,2020-07-30,333,High,Pending
CASE-2026-2927,Family,Personal,2546,5,2019-04-08,287,High,Pending
CASE-2026-2928,Criminal,High Stakes,1677,3,2021-08-24,577,High,Pending
CASE-2026-2929,Family,High Stakes,2184,3,2020-04-04,359,Medium,Pending
CASE-2026-2930,Family,Personal,3290,5,2017-03-25,302,High,Resolved
CASE-2026-2931,Family,Personal,526,5,2024-10-18,376,High,Pending
CASE-2026-2932,Civil,Public Interest,2850,4,2018-06-08,614,High,Pending
CASE-2026-2933,Family,High Stakes,2633,5,2019-01-11,471,High,Pending
CASE-2026-2934,Family,Financial,1411,4,2022-05-17,366,High,Resolved
CASE-2026-2935,Commercial,Financial,3286,5,2017-03-29,657,High,Pending
CASE-2026-2936,Criminal,Personal,146,2,2025-11-02,374,Medium,Resolved
CASE-2026-2937,Criminal,Personal,1655,3,2021-09-15,353,High,Pending
CASE-2026-2938,Traffic,Financial,3329,2,2017-02-14,30,High,Pending
CASE-2026-2939,Civil,Personal,1040,4,2023-05-23,565,High,Pending
CASE-2026-2940,Criminal,Routine,3102,4,2017-09-29,331,High,Pending
CASE-2026-2941,Criminal,Public Interest,1009,3,2023-06-23,563,High,Pending
CASE-2026-2942,Traffic,High Stakes,2463,2,2019-06-30,30,Medium,Pending
CASE-2026-2943,Commercial,Financial,1437,4,2022-04-21,694,High,Pending
CASE-2026-2944,Traffic,Public Interest,1764,4,2021-05-29,112,High,Pending
CASE-2026-2945,Traffic,High Stakes,3356,3,2017-01-18,89,High,Pending
CASE-2026-2946,Commercial,Financial,1890,5,2021-01-23,731,High,Pending
CASE-2026-2947,Commercial,Personal,1296,4,2022-09-09,570,High,Pending
CASE-2026-2948,Civil,Financial,1335,1,2022-08-01,501,Medium,Pending
CASE-2026-2949,Family,Routine,2808,5,2018-07-20,241,High,Pending
CASE-2026-2950,Criminal,Financial,434,2,2025-01-18,443,Medium,Pending
CASE-2026-2951,Civil,High Stakes,2106,5,2020-06-21,749,High,Pending
CASE-2026-2952,Criminal,Routine,2064,4,2020-08-02,319,High,Resolved
CASE-2026-2953,Family,Financial,1632,1,2021-10-08,249,Medium,Resolved
CASE-2026-2954,Traffic,Financial,1527,2,2022-01-21,43,Medium,Pending
CASE-2026-2955,Family,Routine,954,4,2023-08-17,295,High,Resolved
CASE-2026-2956,Civil,Personal,1221,2,2022-11-23,430,Medium,Pending
CASE-2026-2957,Commercial,Public Interest,1283,1,2022-09-22,699,Medium,Resolved
CASE-2026-2958,Family,High Stakes,2632,5,2019-01-12,434,High,Pending
CASE-2026-2959,Commercial,High Stakes,498,2,2024-11-15,881,Medium,Pending
CASE-2026-2960,Commercial,Routine,931,2,2023-09-09,530,Medium,Pending
CASE-2026-2961,Family,Public Interest,3361,4,2017-01-13,329,High,Resolved
CASE-2026-2962,Civil,High Stakes,278,1,2025-06-23,740,Low,Pending
CASE-2026-2963,Commercial,Public Interest,2535,3,2019-04-19,695,High,Pending
CASE-2026-2964,Criminal,Routine,1560,3,2021-12-19,350,High,Pending
CASE-2026-2965,Civil,Public Interest,1611,5,2021-10-29,713,High,Pending
CASE-2026-2966,Traffic,Personal,387,5,2025-03-06,228,High,Pending
CASE-2026-2967,Criminal,Personal,712,3,2024-04-15,445,High,Pending
CASE-2026-2968,Civil,High Stakes,1211,1,2022-12-03,667,Medium,Pending
CASE-2026-2969,Traffic,High Stakes,1076,1,2023-04-17,65,Medium,Pending
CASE-2026-2970,Traffic,Personal,1469,3,2022-03-20,140,Medium,Pending
CASE-2026-2971,Family,Financial,840,1,2023-12-09,273,Low,Pending
CASE-2026-2972,Civil,Public Interest,412,4,2025-02-09,672,High,Pending
CASE-2026-2973,Commercial,Public Interest,1381,2,2022-06-16,707,Medium,Resolved
CASE-2026-2974,Civil,Personal,1000,3,2023-07-02,506,Medium,Pending
CASE-2026-2975,Criminal,Public Interest,3239,4,2017-05-15,395,High,Resolved
CASE-2026-2976,Civil,Financial,3001,4,2018-01-08,475,High,Pending
CASE-2026-2977,Criminal,Routine,2000,4,2020-10-05,327,High,Pending
CASE-2026-2978,Civil,Financial,2399,5,2019-09-02,530,High,Pending
CASE-2026-2979,Criminal,Routine,786,4,2024-02-01,401,High,Resolved
CASE-2026-2980,Traffic,High Stakes,1747,4,2021-06-15,154,High,Pending
CASE-2026-2981,Criminal,Routine,1246,2,2022-10-29,269,Medium,Pending
CASE-2026-2982,Traffic,Public Interest,3627,5,2016-04-22,38,High,Pending
CASE-2026-2983,Traffic,High Stakes,298,2,2025-06-03,143,Medium,Pending
CASE-2026-2984,Criminal,Public Interest,1213,4,2022-12-01,538,High,Pending
CASE-2026-2985,Civil,Personal,27,5,2026-03-01,617,High,Pending
CASE-2026-2986,Family,High Stakes,3405,2,2016-11-30,335,High,Pending
CASE-2026-2987,Family,Financial,3115,5,2017-09-16,364,High,Pending
CASE-2026-2988,Traffic,Personal,1235,4,2022-11-09,103,High,Pending
CASE-2026-2989,Criminal,Routine,2766,4,2018-08-31,330,High,Pending
CASE-2026-2990,Criminal,Financial,968,2,2023-08-03,489,Medium,Resolved
CASE-2026-2991,Commercial,Public Interest,1402,2,2022-05-26,709,Medium,Resolved
CASE-2026-2992,Family,Routine,2345,2,2019-10-26,145,Medium,Pending
CASE-2026-2993,Traffic,Public Interest,566,4,2024-09-08,213,High,Pending
CASE-2026-2994,Traffic,Financial,3051,5,2017-11-19,89,High,Resolved
CASE-2026-2995,Traffic,High Stakes,1606,1,2021-11-03,69,Medium,Resolved
CASE-2026-2996,Traffic,High Stakes,2233,3,2020-02-15,70,Medium,Pending
CASE-2026-2997,Traffic,High Stakes,1841,5,2021-03-13,177,High,Pending
CASE-2026-2998,Civil,Routine,1735,5,2021-06-27,487,High,Pending
CASE-2026-2999,Commercial,High Stakes,1417,1,2022-05-11,779,Medium,Resolved
CASE-2026-3000,Civil,Public Interest,3328,5,2017-02-15,574,High,Pending
CASE-2026-3001,Commercial,Public Interest,3149,5,2017-08-13,668,High,Resolved
CASE-2026-3002,Civil,Public Interest,1616,5,2021-10-24,622,High,Pending
CASE-2026-3003,Commercial,Routine,354,3,2025-04-08,536,Medium,Resolved
CASE-2026-3004,Traffic,High Stakes,1426,5,2022-05-02,190,High,Resolved
CASE-2026-3005,Commercial,Public Interest,1067,2,2023-04-26,692,Medium,Pending
CASE-2026-3006,Civil,Public Interest,3559,2,2016-06-29,435,High,Pending
CASE-2026-3007,Criminal,Personal,1884,5,2021-01-29,449,High,Pending
CASE-2026-3008,Family,High Stakes,1073,2,2023-04-20,449,Medium,Pending
CASE-2026-3009,Family,Routine,1307,1,2022-08-29,243,Medium,Pending
CASE-2026-3010,Commercial,Financial,2510,4,2019-05-14,660,High,Pending
CASE-2026-3011,Family,High Stakes,495,4,2024-11-18,474,High,Pending
CASE-2026-3012,Family,Personal,3037,5,2017-12-03,271,High,Resolved
CASE-2026-3013,Traffic,Financial,1740,4,2021-06-22,114,High,Resolved
CASE-2026-3014,Family,Personal,2900,2,2018-04-19,147,High,Pending
CASE-2026-3015,Commercial,High Stakes,1964,5,2020-11-10,924,High,Pending
CASE-2026-3016,Criminal,Personal,737,3,2024-03-21,404,High,Pending
CASE-2026-3017,Criminal,Public Interest,460,2,2024-12-23,531,Medium,Pending
CASE-2026-3018,Criminal,Personal,2640,5,2019-01-04,367,High,Pending
CASE-2026-3019,Family,Public Interest,1112,1,2023-03-12,379,Medium,Pending
CASE-2026-3020,Civil,Personal,1012,3,2023-06-20,464,Medium,Pending
CASE-2026-3021,Civil,High Stakes,1916,5,2020-12-28,769,High,Resolved
CASE-2026-3022,Family,Public Interest,318,5,2025-05-14,531,High,Pending
CASE-2026-3023,Criminal,Financial,863,2,2023-11-16,418,Medium,Pending
CASE-2026-3024,Criminal,Routine,1148,4,2023-02-04,423,High,Resolved
CASE-2026-3025,Criminal,High Stakes,2506,5,2019-05-18,632,High,Pending
CASE-2026-3026,Commercial,Routine,543,1,2024-10-01,524,Low,Pending
CASE-2026-3027,Criminal,Public Interest,2603,5,2019-02-10,463,High,Pending
CASE-2026-3028,Family,High Stakes,158,5,2025-10-21,528,High,Resolved
CASE-2026-3029,Civil,Personal,1272,5,2022-10-03,543,High,Pending
CASE-2026-3030,Traffic,Public Interest,562,3,2024-09-12,128,Medium,Resolved
CASE-2026-3031,Criminal,Financial,2565,4,2019-03-20,475,High,Pending
CASE-2026-3032,Commercial,Public Interest,2759,3,2018-09-07,622,High,Pending
CASE-2026-3033,Commercial,Public Interest,758,1,2024-02-29,689,Low,Pending
CASE-2026-3034,Commercial,Routine,3525,5,2016-08-02,499,High,Pending
CASE-2026-3035,Family,High Stakes,2311,5,2019-11-29,404,High,Pending
CASE-2026-3036,Commercial,Financial,1068,1,2023-04-25,643,Medium,Resolved
CASE-2026-3037,Family,High Stakes,1303,5,2022-09-02,536,High,Resolved
CASE-2026-3038,Civil,Financial,1101,4,2023-03-23,622,High,Pending
CASE-2026-3039,Commercial,Personal,761,1,2024-02-26,544,Low,Pending
CASE-2026-3040,Commercial,High Stakes,3544,4,2016-07-14,790,High,Pending
CASE-2026-3041,Family,High Stakes,615,3,2024-07-21,434,Medium,Resolved
CASE-2026-3042,Family,Financial,39,1,2026-02-17,341,Low,Resolved
CASE-2026-3043,Traffic,Financial,3175,2,2017-07-18,30,High,Pending
CASE-2026-3044,Commercial,Financial,1802,2,2021-04-21,651,Medium,Resolved
CASE-2026-3045,Civil,Personal,1871,3,2021-02-11,423,Medium,Pending
CASE-2026-3046,Traffic,High Stakes,2393,5,2019-09-08,162,High,Pending
CASE-2026-3047,Commercial,Financial,2455,2,2019-07-08,556,Medium,Pending
CASE-2026-3048,Family,Financial,3045,3,2017-11-25,218,High,Resolved
CASE-2026-3049,Criminal,Personal,2939,5,2018-03-11,319,High,Pending
CASE-2026-3050,Civil,Personal,383,3,2025-03-10,474,Medium,Pending
CASE-2026-3051,Traffic,Personal,3343,4,2017-01-31,30,High,Pending
CASE-2026-3052,Criminal,Public Interest,844,3,2023-12-05,491,High,Pending
CASE-2026-3053,Civil,Personal,28,4,2026-02-28,537,High,Pending
CASE-2026-3054,Criminal,Personal,121,4,2025-11-27,496,High,Pending
CASE-2026-3055,Criminal,Personal,987,3,2023-07-15,431,High,Pending
CASE-2026-3056,Commercial,High Stakes,907,4,2023-10-03,909,High,Pending
CASE-2026-3057,Family,Personal,1913,4,2020-12-31,267,High,Pending
CASE-2026-3058,Traffic,Public Interest,722,3,2024-04-05,209,Medium,Pending
CASE-2026-3059,Family,Financial,1709,3,2021-07-23,307,Medium,Pending
CASE-2026-3060,Commercial,High Stakes,3069,5,2017-11-01,842,High,Pending
CASE-2026-3061,Criminal,Financial,2370,5,2019-10-01,429,High,Pending
CASE-2026-3062,Traffic,High Stakes,2440,3,2019-07-23,111,Medium,Pending
CASE-2026-3063,Criminal,Routine,2270,4,2020-01-09,280,High,Pending
CASE-2026-3064,Civil,High Stakes,1354,1,2022-07-13,657,Medium,Pending
CASE-2026-3065,Traffic,Routine,2506,5,2019-05-18,94,High,Pending
CASE-2026-3066,Civil,Financial,471,3,2024-12-12,665,Medium,Pending
CASE-2026-3067,Criminal,High Stakes,3194,4,2017-06-29,531,High,Pending
CASE-2026-3068,Civil,Routine,2472,2,2019-06-21,327,Medium,Pending
CASE-2026-3069,Criminal,High Stakes,2731,4,2018-10-05,552,High,Pending
CASE-2026-3070,Traffic,Personal,776,2,2024-02-11,149,Medium,Pending
CASE-2026-3071,Commercial,Financial,2499,5,2019-05-25,718,High,Pending
CASE-2026-3072,Traffic,Financial,1222,4,2022-11-22,129,High,Pending
CASE-2026-3073,Criminal,Personal,509,3,2024-11-04,408,High,Resolved
CASE-2026-3074,Traffic,High Stakes,3334,2,2017-02-09,30,High,Pending
CASE-2026-3075,Civil,Routine,3465,2,2016-10-01,258,High,Pending
CASE-2026-3076,Family,Financial,1645,4,2021-09-25,323,High,Pending
CASE-2026-3077,Civil,High Stakes,67,1,2026-01-20,699,Low,Resolved
CASE-2026-3078,Civil,Financial,3533,4,2016-07-25,519,High,Pending
CASE-2026-3079,Traffic,Financial,1209,4,2022-12-05,160,High,Resolved
CASE-2026-3080,Criminal,Public Interest,951,5,2023-08-20,610,High,Pending
CASE-2026-3081,Traffic,Routine,657,1,2024-06-09,36,Low,Pending
CASE-2026-3082,Traffic,Routine,146,1,2025-11-02,75,Low,Pending
CASE-2026-3083,Family,Routine,909,2,2023-10-01,293,Medium,Resolved
CASE-2026-3084,Family,Financial,2288,5,2019-12-22,338,High,Pending
CASE-2026-3085,Commercial,Public Interest,60,3,2026-01-27,809,Medium,Pending
CASE-2026-3086,Family,Financial,3271,4,2017-04-13,270,High,Pending
CASE-2026-3087,Civil,Personal,2226,2,2020-02-22,444,Medium,Resolved
CASE-2026-3088,Traffic,Routine,2331,4,2019-11-09,73,High,Pending
CASE-2026-3089,Criminal,Personal,3197,5,2017-06-26,300,High,Pending
CASE-2026-3090,Family,Routine,504,2,2024-11-09,255,Medium,Pending
CASE-2026-3091,Criminal,Personal,550,5,2024-09-24,436,High,Pending
CASE-2026-3092,Commercial,Financial,3334,3,2017-02-09,572,High,Pending
CASE-2026-3093,Traffic,Financial,1537,3,2022-01-11,103,Medium,Pending
CASE-2026-3094,Commercial,Personal,2260,4,2020-01-19,557,High,Pending
CASE-2026-3095,Family,Financial,694,1,2024-05-03,306,Low,Pending
CASE-2026-3096,Commercial,Public Interest,393,5,2025-02-28,860,High,Pending
CASE-2026-3097,Civil,Personal,2829,3,2018-06-29,355,High,Pending
CASE-2026-3098,Civil,Routine,2591,5,2019-02-22,444,High,Pending
CASE-2026-3099,Commercial,Financial,3330,5,2017-02-13,677,High,Pending
CASE-2026-3100,Family,Financial,2607,4,2019-02-06,365,High,Resolved
CASE-2026-3101,Criminal,Financial,2853,5,2018-06-05,486,High,Pending
CASE-2026-3102,Civil,Personal,2148,4,2020-05-10,462,High,Pending
CASE-2026-3103,Criminal,Financial,953,5,2023-08-18,494,High,Pending
CASE-2026-3104,Family,Routine,2929,5,2018-03-21,233,High,Pending
CASE-2026-3105,Civil,Public Interest,1759,5,2021-06-03,685,High,Pending
CASE-2026-3106,Commercial,Personal,230,4,2025-08-10,608,High,Pending
CASE-2026-3107,Traffic,Personal,2014,5,2020-09-21,90,High,Pending
CASE-2026-3108,Civil,Personal,2557,5,2019-03-28,425,High,Pending
